,Article Title,Author (only the last name),Year of publication,Reviewer,Inclusion Criteria,Exclusion Criteria,Which type of PD patients were included in the clustering analyses?,Genetic_Status_Informed,Were subtyped patients roughly at the same disease stage or duration?,Similar_PD_Staging,From how many different centers came the patients to be subtyped?,Multicentric_X_Others,How were patients recruited?,Recruitment_Community_or_Population,Which diagnostic criteria was utilized to diagnose PD?,Formal_Criteria_From_Mestre,Formal_Criteria_Utilized_or_Informed,Which was the sampling method?,Consecutive_or_Random_Sampling,Was there a longitudinal follow-up in any way?,Longitudinal_Followup_Time,Longitudinal_Followup_Status,"If longitudinal follow-up was provided, how much years were patients followed for?",Completeness of follow-up,Longitudinal_Folloup_Completion_Mestre_Definition,Longitudinal_Folloup_Years_Mestre_Definition,Completeness_of_Followup,Longitudinal_Followup_Years,Which type of descriptive data regarding the PD population was presented?,Minimum_Info_Complex_Data_Any_Present,Minimum_Info_Age_Sex_Staging_Scales_Medication,Minimum_Info_Age_Sex_Staging_Scales,Minimum_Info_Age_Sex_Staging,Minimum_Info_Age_Sex_OnsetAge,Minimum_Info_Age_Sex,Were the included patients for clustering purposes drug-naive?,Drug_Naive_Status,Number of PD patients utilized for clustering purposes,Number of PD patients utilized for validation purposes,Did the study include healthy controls in the clustering analyses alongside PD patients?,Number of healthy controls utilized for validation or technique elaboration purposes,Used_Controls_For_Comparisons,Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [AMP-PD],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [BioFIND],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Fox Insight],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [GP2 Dataset],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [LRRK2 Cohort Consortium],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Parkinson Progression Marker Initiative (PPMI)],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Parkinson's Disease Biomarker Program (PDBP)],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [UK Biobank],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Oxford Parkinson Disease Center Discovery Cohort],Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Other specific or local datasets],Performed_Validation,Validation_not_Perfored_X_same_Cohort_X_Different_Cohort,Validation_in_the_Same_Datasets_Sum,Validation_Datasets_Sum,Validation_in_a_Different_Cohort,Creation_Datasets_Sum,"If a different publicly available dataset than the ones mentioned above was utlized for any means, please specify its full name",From which countries or world region came the patients whose data was used in the clustering?,Which type data was utilized for the clustering algorithm?,Treatment_Response_Evaluated,"Which type data was evaluated for association / interpretation purposes of the identified clusters, indepentently if they were significant or not?",If the paper contains multiple exploration of clusters (creates different subgroups multiple times) shortly describe the differences in the cluster strategy for each exploration:,"If clinical data obtained from rating scales was used for clustering purposes, which data and rating scales were utilized?","If neuroimaging data was utilized for clustering, did the article perform any sort of quality control measure?","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [MRI cortical thickness]","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [MRI subcortical volume]","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [MRI white matter lesions / hyperintensities]","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [Functional MRI]","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [MRI Others]","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [PET]","If neuroimaging data was utilized for clustering or interpretation / association  purposes, which ones were utilized? [SPECT DAT binding ratios]",How many subtypes did the evaluated study identified?,"If they were identified, what are the names (meaning) of the identified clusters?",What is the number of patients present in each of the identified clusters?,Subtype stability,Did the article provide an individual level prediction algorithm?,Number of PD patients utilized for clustering purposes for bubble,None of the mentioned data on the PD population was informed by the study,Age,Gender,Ethnicity,Education,Income,Family History,Age at disease onset,Disease duration (years) or staging (such as Hoehn & Yahr and Schawb and England scales),"Vital Signs (blood pressure, cardiac frequency)","Physical Attributes (weight, height etc)",Medication Doses,"Genetic Status (monogenic PD, polygenic risk score)","Summarised data from clinical scales (such as mean MDS-UPDRS scores, number of non-motor symptoms)",Summarised data from neuroimaging studies (such as cortical thickness),Biomarker's profile (results from biomarker tests),UK Brain Bank Criteria,MDS Clinical Criteria,Clinical Diagnosis + Positive Dopamine Transporter (DAT) SPECT (PPMI),Clinical Diagnosis (no specific criteria mentioned - PDBP),Douglas Criteria,World Health Organization Criteria,ICD-10 Criteria,Postmortem pathological diagnosis (part of the sample),Postmortem pathological diagnosis (complete sample),Self Report,Other criteria,Not sure or clearly stated,Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [AMP-PD],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [BioFIND],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Fox Insight],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [GP2 Dataset],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [LRRK2 Cohort Consortium],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Parkinson Progression Marker Initiative (PPMI)],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Parkinson's Disease Biomarker Program (PDBP)],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [UK Biobank],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Oxford Parkinson Disease Center Discovery Cohort],Dataset_Used Which datasets were utilized in the creation and/or validation of the subtyping algorithm? [Other specific or local datasets],Open_Datasets_Used_Sum,Open_Datasets_Used_Yes_or_No,Sub-Saharan Africa_Adjusted_PPMI,Middle East & North Africa_Adjusted_PPMI,"East Asia & Pacific (China, Japan, Australia)_Adjusted_PPMI","South Asia (India, Pakistan, Bangladesh)_Adjusted_PPMI",Europe & Central Asia_Adjusted_PPMI,Latin America & the Caribbean_Adjusted_PPMI,North America_Adjusted_PPMI,Original country without Sub-Saharan Africa and Middle East & North Africa,Sub-Saharan Africa,Middle East & North Africa,"East Asia & Pacific (China, Japan, Australia)","South Asia (India, Pakistan, Bangladesh)",Europe & Central Asia,Latin America & the Caribbean,North America
0,A Data-Driven Approach to the Study of Heterogeneity in Idiopathic Parkinson's Disease: Identification of Three Distinct Subtypes,Graham,1999,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Not sure or clearly stated,0.0,Single center,0.0,Clinics or research institutions,0,UK Brain Bank Criteria,1,1,Convenience,0.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,"Age, Gender, Disease duration (years) or staging (such as Hoehn & Yahr and Schawb and England scales), Medication Doses",0,0,0,1,0,1,No,0.0,176,No validation was performed,No,,1,,,,,,,,,,Creation,0,0,0,0,0,1,No additional datasets aside from the above were utilized,Europe & Central Asia,"Clinical - Age at disease onset, Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Motor Complications (dyskinesia, OFF periods, dystonia, motor fluctuations), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Medication (types and/or dosages)",0.0,"Clinical - Age at disease onset, Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Motor Complications (dyskinesia, OFF periods, dystonia, motor fluctuations), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Medication (types and/or dosages)",,"Patient's age at onset or diagnosis, Levodopa Equivalent Daily Dosage (LEDD) or Medication Usage, UPDRS motor scores, Beck Depression Inventory (BDI), Other clinical scales (not present in this form)",No neuroimaging data was utilized for clustering purposes,,,,,,,,5,Group 1; Group 2; Group 3; Group 4; Group 5,60; 37; 37; 23; 19,Unknown,No or not sure,176,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Europe & Central Asia,0,0,0,0,1,0,0
1,A Hybrid Machine Learning and Network Analysis Approach Reveals Two Parkinson's Disease Subtypes from 115 RNA-Seq Post-Mortem Brain Samples,Termine,2022,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Not sure or clearly stated,0.0,More than one center,1.0,Not sure or clearly stated,0,Postmortem pathological diagnosis (complete sample),2,1,Not sure or clearly stated,0.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,Age,0,0,0,0,0,0,Not sure or clearly stated,0.0,115,No validation was performed,Yes,95,1,,,,,,,,,,Creation,0,0,0,0,0,1,No additional datasets aside from the above were utilized,"Europe & Central Asia, North America",Omics - Transcriptomics,0.0,"Clinical - Age, Clinical - Gender, Clinical - Disease staging, Omics - Transcriptomics",,No clinical scales or data were utilized for the subtyping of this article,No neuroimaging data was utilized for clustering purposes,,,,,,,,2,PDC1; PDC2,50; 65,Unknown,No or not sure,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Europe & Central Asia, North America",0,0,0,0,1,0,1
2,ADCoC: Adaptive Distribution Modeling Based Collaborative Clustering for Disentangling Disease Heterogeneity from Neuroimaging Data,Liu,2023,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Not sure or clearly stated,0.0,More than one center,1.0,Community or population based,1,Clinical Diagnosis + Positive Dopamine Transporter (DAT) SPECT (PPMI),1,1,Convenience,0.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,None of the mentioned data on the PD population was informed by the study,0,0,0,0,0,0,Yes,1.0,170,No validation was performed,Yes,77,1,,,,,,Creation,,,,,0,0,0,0,0,1,No additional datasets aside from the above were utilized,"Sub-Saharan Africa, Middle East & North Africa, Europe & Central Asia, North America",Neuroimaging - Structural or Volumetric MRI,0.0,"Clinical - Age, Clinical - Age at disease onset, Clinical - Disease staging, Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Cognition (memory, attention, executive, visuospatial memory etc)",,No clinical scales or data were utilized for the subtyping of this article,Neuroimaging data was utilized for clustering purposes and a quality control was performed manually,Clustering,"Clustering, Interpretation / Association",,,,,,2,P1; P2,CHECK,Unknown,No or not sure,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"Europe & Central Asia, North America",1,1,0,0,1,0,1
3,Agglomerative and divisive hierarchical Bayesian clustering,Burghardt,2022,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Yes,1.0,More than one center,1.0,Community or population based,1,Clinical Diagnosis + Positive Dopamine Transporter (DAT) SPECT (PPMI),1,1,Consecutive or random,1.0,The study utilized longitudinal clinical data for clustering and/or association or interaction analyses,1.0,1.0,3,The study was cross-sectional or did not inform the follow-up period,0,2,,3.0,"Age, Disease duration (years) or staging (such as Hoehn & Yahr and Schawb and England scales), Summarised data from clinical scales (such as mean MDS-UPDRS scores, number of non-motor symptoms), Biomarker's profile (results from biomarker tests)",1,0,0,0,0,0,Yes,1.0,243,No validation was performed,No,,1,,,,,,"Creation, Validation",,,,,1,1,1,1,0,1,No additional datasets aside from the above were utilized,"Sub-Saharan Africa, Middle East & North Africa, Europe & Central Asia, North America","Clinical - Age, Clinical - Anosmia or Hyposmia (absence or loss of the capability to smell), Biomarkers (uric acid, LDL, tryglicerides, neurofilament light [Nfl], tau, SAA etc)",0.0,"Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Sleep (REM sleep behavior disorder, insomnia, daytime sleepiness), Clinical - Autonomic (gastroparesis, constipation, orthostatic hypotension, urinary incontinence, sexual difficulties), Clinical - Medication (types and/or dosages), Clinical - Other (pain, fatigue etc), Neuroimaging - DaTSCAN",,"Levodopa Equivalent Daily Dosage (LEDD) or Medication Usage, MDS-UPDRS Part I, MDS-UPDRS Part II, MDS-UPDRS Part III, University of Pennsylvania Smell Identification Test (UPSIT), Montreal Cognitive Assessment (MoCA)",No neuroimaging data was utilized for clustering purposes,,,,,,,Interpretation / Association,3,Green; Purple; Yellow,57; 84; 102,Unknown,No or not sure,243,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"Europe & Central Asia, North America",1,1,0,0,1,0,1
4,Anxiety Has Specific Syndromal Profiles in Parkinson Disease: A Data-Driven Approach,Starkstein,2014,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,No,0.0,More than one center,1.0,Clinics or research institutions,0,UK Brain Bank Criteria,1,1,Convenience,0.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,"Age, Gender, Education, Income, Age at disease onset, Disease duration (years) or staging (such as Hoehn & Yahr and Schawb and England scales), Summarised data from clinical scales (such as mean MDS-UPDRS scores, number of non-motor symptoms)",0,0,1,1,1,1,Not sure or clearly stated,0.0,342,No validation was performed,No,,1,,,,,,,,,,Creation,0,0,0,0,0,1,No additional datasets aside from the above were utilized,"Europe & Central Asia, North America","Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc)",0.0,"Clinical - Gender, Clinical - Age at disease onset, Clinical - Disease staging, Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Motor Complications (dyskinesia, OFF periods, dystonia, motor fluctuations), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Sleep (REM sleep behavior disorder, insomnia, daytime sleepiness), Clinical - Medication (types and/or dosages)",,"Additional clinical scales not listed here were utilized, Patient's sex, Patient's age at onset or diagnosis, MDS-UPDRS Part I, MDS-UPDRS Part II, MDS-UPDRS Part III, MDS-UPDRS Part IV, Mini-Mental State Examination (MMSE), Beck Depression Inventory (BDI), Other clinical scales (not present in this form)",No neuroimaging data was utilized for clustering purposes,,,,,,,,4,"No Anxiety, No Depression; Persistente Anxiety with Depression; Episodic Anxiety, No Depression; Persistent and Episodic Anxiety with Depression",215; 47; 40; 36,Unknown,No or not sure,342,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Europe & Central Asia, North America",0,0,0,0,1,0,1
5,Artificial intelligence-based clustering and characterization of Parkinson's disease trajectories,Birkenbihl,2023,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Yes,1.0,More than one center,1.0,Community or population based,1,Clinical Diagnosis + Positive Dopamine Transporter (DAT) SPECT (PPMI),1,1,Consecutive or random,1.0,The study utilized longitudinal clinical data for clustering and/or association or interaction analyses,1.0,1.0,5,The study was cross-sectional or did not inform the follow-up period,0,2,,5.0,None of the mentioned data on the PD population was informed by the study,0,0,0,0,0,0,Yes,1.0,407,No validation was performed,No,,1,,,,,,Creation,,,,,0,0,0,0,0,1,No additional datasets aside from the above were utilized,"Sub-Saharan Africa, Middle East & North Africa, Europe & Central Asia, North America","Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Sleep (REM sleep behavior disorder, insomnia, daytime sleepiness), Clinical - Autonomic (gastroparesis, constipation, orthostatic hypotension, urinary incontinence, sexual difficulties), Clinical - Other (pain, fatigue etc)",0.0,"Clinical - Age, Clinical - Gender, Clinical - Disease staging, Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Sleep (REM sleep behavior disorder, insomnia, daytime sleepiness), Clinical - Autonomic (gastroparesis, constipation, orthostatic hypotension, urinary incontinence, sexual difficulties), Clinical - Medication (types and/or dosages), Clinical - Other (pain, fatigue etc), Biomarkers (uric acid, LDL, tryglicerides, neurofilament light [Nfl], tau, SAA etc), Neuroimaging - DaTSCAN, Omics - Transcriptomics, Omics - Genomics",,"MDS-UPDRS Part I, MDS-UPDRS Part II, MDS-UPDRS Part III, Epworth Sleepiness Scale (ESS), Other clinical scales (not present in this form)",No neuroimaging data was utilized for clustering purposes,,,,,,,,3,Slow; Moderate; Fast,124; 230; 53,Stable,No or not sure,407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"Europe & Central Asia, North America",1,1,0,0,1,0,1
6,Assessing Parkinson's disease speech signal generalization of clustering results across three countries,Tsanas,2021,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Not sure or clearly stated,0.0,More than one center,1.0,Community or population based,1,Self Report,0,0,Consecutive or random,1.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,"Age, Gender",0,0,0,0,0,1,Not sure or clearly stated,0.0,1530,No validation was performed,No,,1,,,,,,,,,,Creation,0,0,0,0,0,1,No additional datasets aside from the above were utilized,"Europe & Central Asia, North America",Clinical - Phonation,0.0,The study did not provide association / interpretation analyses,,No clinical scales or data were utilized for the subtyping of this article,No neuroimaging data was utilized for clustering purposes,,,,,,,,4,The article didn't provide clusters or names for the clusters obtained,"The article didn't provide clusters, names or numbers of patients in the clusters obtained",Unknown,No or not sure,1530,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"Europe & Central Asia, North America",0,0,0,0,1,0,1
7,Association between Cognitive Impairment and Freezing of Gait in Patients with Parkinson's Disease,Gan,2023,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,PD with specific or special features (either Sporadic / Idiopathic or Monogenic),0,No,0.0,Single center,0.0,Clinics or research institutions,0,UK Brain Bank Criteria,1,1,Convenience,0.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,"Age, Gender, Disease duration (years) or staging (such as Hoehn & Yahr and Schawb and England scales), Medication Doses, Summarised data from clinical scales (such as mean MDS-UPDRS scores, number of non-motor symptoms)",0,1,1,1,0,1,No,0.0,41,No validation was performed,No,,1,,,,,,,,,,Creation,0,0,0,0,0,1,No additional datasets aside from the above were utilized,"East Asia & Pacific (China, Japan, Australia)","Clinical - Cognition (memory, attention, executive, visuospatial memory etc)",0.0,"Clinical - Cognition (memory, attention, executive, visuospatial memory etc)",,"Montreal Cognitive Assessment (MoCA), Frontal Assessment Battery (FAB), Other clinical scales (not present in this form)",No neuroimaging data was utilized for clustering purposes,,,,,,,,2,Cluster 1; Cluster 2,13; 28,Unknown,No or not sure,41,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"East Asia & Pacific (China, Japan, Australia)",0,0,1,0,0,0,0
8,Bayesian Longitudinal Modeling of Early Stage Parkinson's Disease Using DaTscan Images,Zhou,2019,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,0,Yes,1.0,More than one center,1.0,Community or population based,1,Clinical Diagnosis + Positive Dopamine Transporter (DAT) SPECT (PPMI),1,1,Convenience,0.0,The study utilized longitudinal clinical data for clustering and/or association or interaction analyses,1.0,1.0,5,Not clearly stated,0,2,,5.0,None of the mentioned data on the PD population was informed by the study,0,0,0,0,0,0,Yes,1.0,365,365,No,,1,,,,,,"Creation, Validation",,,,,1,1,1,1,0,1,No additional datasets aside from the above were utilized,"Sub-Saharan Africa, Middle East & North Africa, Europe & Central Asia, North America",Neuroimaging - DaTSCAN,0.0,Neuroimaging - DaTSCAN,,No clinical scales or data were utilized for the subtyping of this article,Neuroimaging data was utilized for clustering purposes but no quality control was mentioned,,,,,,,"Clustering, Interpretation / Association",4,The article didn't provide clusters or names for the clusters obtained,"The article didn't provide clusters, names or numbers of patients in the clusters obtained",Stable,No or not sure,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"Europe & Central Asia, North America",1,1,0,0,1,0,1
9,Biomarker characterization of clinical subtypes of Parkinson Disease,Deng,2022,Consensus,"1. Identifies Parkinson subtypes, 2. Uses unsupervised learning or a data driven approach to generate the clusters (subtypes)",No Exclusion criteria checked,Not clearly stated,1,Yes,1.0,More than one center,1.0,Clinics or research institutions,0,Other criteria,1,1,Not sure or clearly stated,0.0,The study only utilized baseline data,0.0,0.0,The study did no provide follow-up,The study was cross-sectional or did not inform the follow-up period,0,0,,,"Age, Gender, Ethnicity, Education, Age at disease onset, Vital Signs (blood pressure, cardiac frequency), Physical Attributes (weight, height etc), Medication Doses, Genetic Status (monogenic PD, polygenic risk score), Summarised data from clinical scales (such as mean MDS-UPDRS scores, number of non-motor symptoms), Biomarker's profile (results from biomarker tests)",1,0,0,0,1,1,Not sure or clearly stated,0.0,206,No validation was performed,No,,1,,,,,,,,,,Creation,0,0,0,0,0,1,Early Parkinson's disease Longitudinal Singapore (PALS),"East Asia & Pacific (China, Japan, Australia)","Clinical - Vital Signs or Neurologic Examination Findings, Clinical - Age at disease onset, Clinical - Motor Features Obtained Through Rating Scales (tremor), Clinical - Motor Features Obtained Through Rating Scales (bradykinesia), Clinical - Motor Features Obtained Through Rating Scales (rigidity), Clinical - Motor Features Obtained Through Rating Scales (gait and/or posture), Clinical - Motor Features Obtained Through Rating Scales (speech), Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Neuropsychiatric (anxiety, depression, impulsivity, delusions, hallucinations etc), Clinical - Sleep (REM sleep behavior disorder, insomnia, daytime sleepiness), Omics - Genomics",0.0,"Clinical - Gender, Clinical - Vital Signs or Neurologic Examination Findings, Clinical - Cognition (memory, attention, executive, visuospatial memory etc), Clinical - Sleep (REM sleep behavior disorder, insomnia, daytime sleepiness), Clinical - Autonomic (gastroparesis, constipation, orthostatic hypotension, urinary incontinence, sexual difficulties), Clinical - Medication (types and/or dosages), Clinical - Other (pain, fatigue etc), Biomarkers (uric acid, LDL, tryglicerides, neurofilament light [Nfl], tau, SAA etc), Omics - Genomics",,"Additional clinical scales not listed here were utilized, Patient's sex, Patient's age at onset or diagnosis, Vital signs (blood pressure [including orthosthatic hypotension tests], cardiac frequency etc), MDS-UPDRS Part I, MDS-UPDRS Part II, MDS-UPDRS Part III, Hospital Anxiety and Depression Scale (HADS), RBD Single Question Screen(RBD1Q), Epworth Sleepiness Scale (ESS), Other clinical scales (not present in this form)",No neuroimaging data was utilized for clustering purposes,,,,,,,,3,A;B;C,43;98;65,Unknown,No or not sure,206,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"East Asia & Pacific (China, Japan, Australia)",0,0,1,0,0,0,0
